date,bookings,day_of_week,month,year,is_weekend,is_summer,is_holiday_season
2023-07-12,138,Wednesday,7,2023,0,1,0
2023-07-13,145,Thursday,7,2023,0,1,0
2023-07-14,163,Friday,7,2023,1,1,0
2023-07-15,169,Saturday,7,2023,1,1,0
2023-07-16,169,Sunday,7,2023,1,1,0
2023-07-17,149,Monday,7,2023,0,1,0
2023-07-18,139,Tuesday,7,2023,0,1,0
2023-07-19,152,Wednesday,7,2023,0,1,0
2023-07-20,139,Thursday,7,2023,0,1,0
2023-07-21,151,Friday,7,2023,1,1,0
2023-07-22,159,Saturday,7,2023,1,1,0
2023-07-23,137,Sunday,7,2023,1,1,0
2023-07-24,139,Monday,7,2023,0,1,0
2023-07-25,142,Tuesday,7,2023,0,1,0
2023-07-26,156,Wednesday,7,2023,0,1,0
2023-07-27,145,Thursday,7,2023,0,1,0
2023-07-28,166,Friday,7,2023,1,1,0
2023-07-29,174,Saturday,7,2023,1,1,0
2023-07-30,135,Sunday,7,2023,1,1,0
2023-07-31,144,Monday,7,2023,0,1,0
2023-08-01,149,Tuesday,8,2023,0,1,0
2023-08-02,131,Wednesday,8,2023,0,1,0
2023-08-03,152,Thursday,8,2023,0,1,0
2023-08-04,170,Friday,8,2023,1,1,0
2023-08-05,164,Saturday,8,2023,1,1,0
2023-08-06,158,Sunday,8,2023,1,1,0
2023-08-07,161,Monday,8,2023,0,1,0
2023-08-08,144,Tuesday,8,2023,0,1,0
2023-08-09,145,Wednesday,8,2023,0,1,0
2023-08-10,139,Thursday,8,2023,0,1,0
2023-08-11,161,Friday,8,2023,1,1,0
2023-08-12,175,Saturday,8,2023,1,1,0
2023-08-13,146,Sunday,8,2023,1,1,0
2023-08-14,144,Monday,8,2023,0,1,0
2023-08-15,139,Tuesday,8,2023,0,1,0
2023-08-16,147,Wednesday,8,2023,0,1,0
2023-08-17,146,Thursday,8,2023,0,1,0
2023-08-18,177,Friday,8,2023,1,1,0
2023-08-19,164,Saturday,8,2023,1,1,0
2023-08-20,151,Sunday,8,2023,1,1,0
2023-08-21,136,Monday,8,2023,0,1,0
2023-08-22,140,Tuesday,8,2023,0,1,0
2023-08-23,146,Wednesday,8,2023,0,1,0
2023-08-24,150,Thursday,8,2023,0,1,0
2023-08-25,161,Friday,8,2023,1,1,0
2023-08-26,176,Saturday,8,2023,1,1,0
2023-08-27,164,Sunday,8,2023,1,1,0
2023-08-28,147,Monday,8,2023,0,1,0
2023-08-29,159,Tuesday,8,2023,0,1,0
2023-08-30,138,Wednesday,8,2023,0,1,0
2023-08-31,134,Thursday,8,2023,0,1,0
2023-09-01,115,Friday,9,2023,1,0,0
2023-09-02,141,Saturday,9,2023,1,0,0
2023-09-03,119,Sunday,9,2023,1,0,0
2023-09-04,103,Monday,9,2023,0,0,0
2023-09-05,106,Tuesday,9,2023,0,0,0
2023-09-06,95,Wednesday,9,2023,0,0,0
2023-09-07,124,Thursday,9,2023,0,0,0
2023-09-08,130,Friday,9,2023,1,0,0
2023-09-09,130,Saturday,9,2023,1,0,0
2023-09-10,120,Sunday,9,2023,1,0,0
2023-09-11,108,Monday,9,2023,0,0,0
2023-09-12,106,Tuesday,9,2023,0,0,0
2023-09-13,98,Wednesday,9,2023,0,0,0
2023-09-14,108,Thursday,9,2023,0,0,0
2023-09-15,144,Friday,9,2023,1,0,0
2023-09-16,140,Saturday,9,2023,1,0,0
2023-09-17,127,Sunday,9,2023,1,0,0
2023-09-18,100,Monday,9,2023,0,0,0
2023-09-19,97,Tuesday,9,2023,0,0,0
2023-09-20,104,Wednesday,9,2023,0,0,0
2023-09-21,105,Thursday,9,2023,0,0,0
2023-09-22,138,Friday,9,2023,1,0,0
2023-09-23,116,Saturday,9,2023,1,0,0
2023-09-24,127,Sunday,9,2023,1,0,0
2023-09-25,104,Monday,9,2023,0,0,0
2023-09-26,101,Tuesday,9,2023,0,0,0
2023-09-27,97,Wednesday,9,2023,0,0,0
2023-09-28,92,Thursday,9,2023,0,0,0
2023-09-29,137,Friday,9,2023,1,0,0
2023-09-30,131,Saturday,9,2023,1,0,0
2023-10-01,105,Sunday,10,2023,1,0,0
2023-10-02,95,Monday,10,2023,0,0,0
2023-10-03,102,Tuesday,10,2023,0,0,0
2023-10-04,118,Wednesday,10,2023,0,0,0
2023-10-05,103,Thursday,10,2023,0,0,0
2023-10-06,118,Friday,10,2023,1,0,0
2023-10-07,128,Saturday,10,2023,1,0,0
2023-10-08,113,Sunday,10,2023,1,0,0
2023-10-09,84,Monday,10,2023,0,0,0
2023-10-10,105,Tuesday,10,2023,0,0,0
2023-10-11,104,Wednesday,10,2023,0,0,0
2023-10-12,111,Thursday,10,2023,0,0,0
2023-10-13,145,Friday,10,2023,1,0,0
2023-10-14,140,Saturday,10,2023,1,0,0
2023-10-15,113,Sunday,10,2023,1,0,0
2023-10-16,97,Monday,10,2023,0,0,0
2023-10-17,126,Tuesday,10,2023,0,0,0
2023-10-18,106,Wednesday,10,2023,0,0,0
2023-10-19,106,Thursday,10,2023,0,0,0
2023-10-20,131,Friday,10,2023,1,0,0
2023-10-21,132,Saturday,10,2023,1,0,0
2023-10-22,115,Sunday,10,2023,1,0,0
2023-10-23,101,Monday,10,2023,0,0,0
2023-10-24,102,Tuesday,10,2023,0,0,0
2023-10-25,106,Wednesday,10,2023,0,0,0
2023-10-26,102,Thursday,10,2023,0,0,0
2023-10-27,125,Friday,10,2023,1,0,0
2023-10-28,132,Saturday,10,2023,1,0,0
2023-10-29,114,Sunday,10,2023,1,0,0
2023-10-30,118,Monday,10,2023,0,0,0
2023-10-31,85,Tuesday,10,2023,0,0,0
2023-11-01,115,Wednesday,11,2023,0,0,0
2023-11-02,116,Thursday,11,2023,0,0,0
2023-11-03,115,Friday,11,2023,1,0,0
2023-11-04,129,Saturday,11,2023,1,0,0
2023-11-05,113,Sunday,11,2023,1,0,0
2023-11-06,95,Monday,11,2023,0,0,0
2023-11-07,100,Tuesday,11,2023,0,0,0
2023-11-08,98,Wednesday,11,2023,0,0,0
2023-11-09,121,Thursday,11,2023,0,0,0
2023-11-10,139,Friday,11,2023,1,0,0
2023-11-11,142,Saturday,11,2023,1,0,0
2023-11-12,122,Sunday,11,2023,1,0,0
2023-11-13,98,Monday,11,2023,0,0,0
2023-11-14,103,Tuesday,11,2023,0,0,0
2023-11-15,111,Wednesday,11,2023,0,0,0
2023-11-16,97,Thursday,11,2023,0,0,0
2023-11-17,138,Friday,11,2023,1,0,0
2023-11-18,130,Saturday,11,2023,1,0,0
2023-11-19,114,Sunday,11,2023,1,0,0
2023-11-20,113,Monday,11,2023,0,0,0
2023-11-21,111,Tuesday,11,2023,0,0,0
2023-11-22,104,Wednesday,11,2023,0,0,0
2023-11-23,116,Thursday,11,2023,0,0,0
2023-11-24,124,Friday,11,2023,1,0,0
2023-11-25,137,Saturday,11,2023,1,0,0
2023-11-26,122,Sunday,11,2023,1,0,0
2023-11-27,105,Monday,11,2023,0,0,0
2023-11-28,110,Tuesday,11,2023,0,0,0
2023-11-29,97,Wednesday,11,2023,0,0,0
2023-11-30,115,Thursday,11,2023,0,0,0
2023-12-01,131,Friday,12,2023,1,0,0
2023-12-02,128,Saturday,12,2023,1,0,0
2023-12-03,126,Sunday,12,2023,1,0,0
2023-12-04,102,Monday,12,2023,0,0,0
2023-12-05,96,Tuesday,12,2023,0,0,0
2023-12-06,95,Wednesday,12,2023,0,0,0
2023-12-07,113,Thursday,12,2023,0,0,0
2023-12-08,122,Friday,12,2023,1,0,0
2023-12-09,147,Saturday,12,2023,1,0,0
2023-12-10,101,Sunday,12,2023,1,0,0
2023-12-11,121,Monday,12,2023,0,0,0
2023-12-12,110,Tuesday,12,2023,0,0,0
2023-12-13,107,Wednesday,12,2023,0,0,0
2023-12-14,104,Thursday,12,2023,0,0,0
2023-12-15,136,Friday,12,2023,1,0,0
2023-12-16,133,Saturday,12,2023,1,0,0
2023-12-17,127,Sunday,12,2023,1,0,0
2023-12-18,109,Monday,12,2023,0,0,0
2023-12-19,109,Tuesday,12,2023,0,0,0
2023-12-20,140,Wednesday,12,2023,0,0,1
2023-12-21,143,Thursday,12,2023,0,0,1
2023-12-22,171,Friday,12,2023,1,0,1
2023-12-23,155,Saturday,12,2023,1,0,1
2023-12-24,143,Sunday,12,2023,1,0,1
2023-12-25,149,Monday,12,2023,0,0,1
2023-12-26,145,Tuesday,12,2023,0,0,1
2023-12-27,142,Wednesday,12,2023,0,0,1
2023-12-28,144,Thursday,12,2023,0,0,1
2023-12-29,171,Friday,12,2023,1,0,1
2023-12-30,164,Saturday,12,2023,1,0,1
2023-12-31,147,Sunday,12,2023,1,0,1
2024-01-01,110,Monday,1,2024,0,0,0
2024-01-02,101,Tuesday,1,2024,0,0,0
2024-01-03,112,Wednesday,1,2024,0,0,0
2024-01-04,95,Thursday,1,2024,0,0,0
2024-01-05,142,Friday,1,2024,1,0,0
2024-01-06,138,Saturday,1,2024,1,0,0
2024-01-07,121,Sunday,1,2024,1,0,0
2024-01-08,117,Monday,1,2024,0,0,0
2024-01-09,122,Tuesday,1,2024,0,0,0
2024-01-10,117,Wednesday,1,2024,0,0,0
2024-01-11,94,Thursday,1,2024,0,0,0
2024-01-12,124,Friday,1,2024,1,0,0
2024-01-13,129,Saturday,1,2024,1,0,0
2024-01-14,119,Sunday,1,2024,1,0,0
2024-01-15,113,Monday,1,2024,0,0,0
2024-01-16,103,Tuesday,1,2024,0,0,0
2024-01-17,111,Wednesday,1,2024,0,0,0
2024-01-18,103,Thursday,1,2024,0,0,0
2024-01-19,130,Friday,1,2024,1,0,0
2024-01-20,123,Saturday,1,2024,1,0,0
2024-01-21,112,Sunday,1,2024,1,0,0
2024-01-22,99,Monday,1,2024,0,0,0
2024-01-23,102,Tuesday,1,2024,0,0,0
2024-01-24,118,Wednesday,1,2024,0,0,0
2024-01-25,102,Thursday,1,2024,0,0,0
2024-01-26,156,Friday,1,2024,1,0,0
2024-01-27,139,Saturday,1,2024,1,0,0
2024-01-28,121,Sunday,1,2024,1,0,0
2024-01-29,103,Monday,1,2024,0,0,0
2024-01-30,115,Tuesday,1,2024,0,0,0
2024-01-31,105,Wednesday,1,2024,0,0,0
2024-02-01,111,Thursday,2,2024,0,0,0
2024-02-02,155,Friday,2,2024,1,0,0
2024-02-03,134,Saturday,2,2024,1,0,0
2024-02-04,129,Sunday,2,2024,1,0,0
2024-02-05,104,Monday,2,2024,0,0,0
2024-02-06,110,Tuesday,2,2024,0,0,0
2024-02-07,124,Wednesday,2,2024,0,0,0
2024-02-08,105,Thursday,2,2024,0,0,0
2024-02-09,150,Friday,2,2024,1,0,0
2024-02-10,141,Saturday,2,2024,1,0,0
2024-02-11,116,Sunday,2,2024,1,0,0
2024-02-12,115,Monday,2,2024,0,0,0
2024-02-13,118,Tuesday,2,2024,0,0,0
2024-02-14,115,Wednesday,2,2024,0,0,0
2024-02-15,98,Thursday,2,2024,0,0,0
2024-02-16,130,Friday,2,2024,1,0,0
2024-02-17,134,Saturday,2,2024,1,0,0
2024-02-18,120,Sunday,2,2024,1,0,0
2024-02-19,116,Monday,2,2024,0,0,0
2024-02-20,112,Tuesday,2,2024,0,0,0
2024-02-21,100,Wednesday,2,2024,0,0,0
2024-02-22,114,Thursday,2,2024,0,0,0
2024-02-23,141,Friday,2,2024,1,0,0
2024-02-24,140,Saturday,2,2024,1,0,0
2024-02-25,130,Sunday,2,2024,1,0,0
2024-02-26,118,Monday,2,2024,0,0,0
2024-02-27,115,Tuesday,2,2024,0,0,0
2024-02-28,110,Wednesday,2,2024,0,0,0
2024-02-29,98,Thursday,2,2024,0,0,0
2024-03-01,140,Friday,3,2024,1,0,0
2024-03-02,138,Saturday,3,2024,1,0,0
2024-03-03,123,Sunday,3,2024,1,0,0
2024-03-04,101,Monday,3,2024,0,0,0
2024-03-05,103,Tuesday,3,2024,0,0,0
2024-03-06,120,Wednesday,3,2024,0,0,0
2024-03-07,111,Thursday,3,2024,0,0,0
2024-03-08,142,Friday,3,2024,1,0,0
2024-03-09,137,Saturday,3,2024,1,0,0
2024-03-10,122,Sunday,3,2024,1,0,0
2024-03-11,119,Monday,3,2024,0,0,0
2024-03-12,107,Tuesday,3,2024,0,0,0
2024-03-13,112,Wednesday,3,2024,0,0,0
2024-03-14,108,Thursday,3,2024,0,0,0
2024-03-15,133,Friday,3,2024,1,0,0
2024-03-16,134,Saturday,3,2024,1,0,0
2024-03-17,124,Sunday,3,2024,1,0,0
2024-03-18,108,Monday,3,2024,0,0,0
2024-03-19,122,Tuesday,3,2024,0,0,0
2024-03-20,105,Wednesday,3,2024,0,0,0
2024-03-21,110,Thursday,3,2024,0,0,0
2024-03-22,133,Friday,3,2024,1,0,0
2024-03-23,149,Saturday,3,2024,1,0,0
2024-03-24,124,Sunday,3,2024,1,0,0
2024-03-25,120,Monday,3,2024,0,0,0
2024-03-26,100,Tuesday,3,2024,0,0,0
2024-03-27,114,Wednesday,3,2024,0,0,0
2024-03-28,119,Thursday,3,2024,0,0,0
2024-03-29,138,Friday,3,2024,1,0,0
2024-03-30,146,Saturday,3,2024,1,0,0
2024-03-31,118,Sunday,3,2024,1,0,0
2024-04-01,124,Monday,4,2024,0,0,0
2024-04-02,131,Tuesday,4,2024,0,0,0
2024-04-03,110,Wednesday,4,2024,0,0,0
2024-04-04,109,Thursday,4,2024,0,0,0
2024-04-05,149,Friday,4,2024,1,0,0
2024-04-06,150,Saturday,4,2024,1,0,0
2024-04-07,118,Sunday,4,2024,1,0,0
2024-04-08,109,Monday,4,2024,0,0,0
2024-04-09,110,Tuesday,4,2024,0,0,0
2024-04-10,102,Wednesday,4,2024,0,0,0
2024-04-11,105,Thursday,4,2024,0,0,0
2024-04-12,130,Friday,4,2024,1,0,0
2024-04-13,132,Saturday,4,2024,1,0,0
2024-04-14,123,Sunday,4,2024,1,0,0
2024-04-15,115,Monday,4,2024,0,0,0
2024-04-16,125,Tuesday,4,2024,0,0,0
2024-04-17,105,Wednesday,4,2024,0,0,0
2024-04-18,121,Thursday,4,2024,0,0,0
2024-04-19,136,Friday,4,2024,1,0,0
2024-04-20,138,Saturday,4,2024,1,0,0
2024-04-21,129,Sunday,4,2024,1,0,0
2024-04-22,104,Monday,4,2024,0,0,0
2024-04-23,116,Tuesday,4,2024,0,0,0
2024-04-24,115,Wednesday,4,2024,0,0,0
2024-04-25,117,Thursday,4,2024,0,0,0
2024-04-26,141,Friday,4,2024,1,0,0
2024-04-27,158,Saturday,4,2024,1,0,0
2024-04-28,118,Sunday,4,2024,1,0,0
2024-04-29,109,Monday,4,2024,0,0,0
2024-04-30,109,Tuesday,4,2024,0,0,0
2024-05-01,109,Wednesday,5,2024,0,0,0
2024-05-02,108,Thursday,5,2024,0,0,0
2024-05-03,148,Friday,5,2024,1,0,0
2024-05-04,150,Saturday,5,2024,1,0,0
2024-05-05,119,Sunday,5,2024,1,0,0
2024-05-06,107,Monday,5,2024,0,0,0
2024-05-07,118,Tuesday,5,2024,0,0,0
2024-05-08,109,Wednesday,5,2024,0,0,0
2024-05-09,119,Thursday,5,2024,0,0,0
2024-05-10,141,Friday,5,2024,1,0,0
2024-05-11,127,Saturday,5,2024,1,0,0
2024-05-12,136,Sunday,5,2024,1,0,0
2024-05-13,128,Monday,5,2024,0,0,0
2024-05-14,109,Tuesday,5,2024,0,0,0
2024-05-15,111,Wednesday,5,2024,0,0,0
2024-05-16,116,Thursday,5,2024,0,0,0
2024-05-17,142,Friday,5,2024,1,0,0
2024-05-18,144,Saturday,5,2024,1,0,0
2024-05-19,140,Sunday,5,2024,1,0,0
2024-05-20,113,Monday,5,2024,0,0,0
2024-05-21,108,Tuesday,5,2024,0,0,0
2024-05-22,103,Wednesday,5,2024,0,0,0
2024-05-23,109,Thursday,5,2024,0,0,0
2024-05-24,139,Friday,5,2024,1,0,0
2024-05-25,154,Saturday,5,2024,1,0,0
2024-05-26,120,Sunday,5,2024,1,0,0
2024-05-27,116,Monday,5,2024,0,0,0
2024-05-28,114,Tuesday,5,2024,0,0,0
2024-05-29,124,Wednesday,5,2024,0,0,0
2024-05-30,135,Thursday,5,2024,0,0,0
2024-05-31,135,Friday,5,2024,1,0,0
2024-06-01,176,Saturday,6,2024,1,1,0
2024-06-02,173,Sunday,6,2024,1,1,0
2024-06-03,160,Monday,6,2024,0,1,0
2024-06-04,170,Tuesday,6,2024,0,1,0
2024-06-05,160,Wednesday,6,2024,0,1,0
2024-06-06,152,Thursday,6,2024,0,1,0
2024-06-07,185,Friday,6,2024,1,1,0
2024-06-08,189,Saturday,6,2024,1,1,0
2024-06-09,172,Sunday,6,2024,1,1,0
2024-06-10,159,Monday,6,2024,0,1,0
2024-06-11,164,Tuesday,6,2024,0,1,0
2024-06-12,165,Wednesday,6,2024,0,1,0
2024-06-13,166,Thursday,6,2024,0,1,0
2024-06-14,185,Friday,6,2024,1,1,0
2024-06-15,179,Saturday,6,2024,1,1,0
2024-06-16,167,Sunday,6,2024,1,1,0
2024-06-17,165,Monday,6,2024,0,1,0
2024-06-18,149,Tuesday,6,2024,0,1,0
2024-06-19,158,Wednesday,6,2024,0,1,0
2024-06-20,152,Thursday,6,2024,0,1,0
2024-06-21,181,Friday,6,2024,1,1,0
2024-06-22,191,Saturday,6,2024,1,1,0
2024-06-23,167,Sunday,6,2024,1,1,0
2024-06-24,156,Monday,6,2024,0,1,0
2024-06-25,145,Tuesday,6,2024,0,1,0
2024-06-26,162,Wednesday,6,2024,0,1,0
2024-06-27,161,Thursday,6,2024,0,1,0
2024-06-28,198,Friday,6,2024,1,1,0
2024-06-29,178,Saturday,6,2024,1,1,0
2024-06-30,168,Sunday,6,2024,1,1,0
2024-07-01,158,Monday,7,2024,0,1,0
2024-07-02,169,Tuesday,7,2024,0,1,0
2024-07-03,155,Wednesday,7,2024,0,1,0
2024-07-04,158,Thursday,7,2024,0,1,0
2024-07-05,186,Friday,7,2024,1,1,0
2024-07-06,183,Saturday,7,2024,1,1,0
2024-07-07,163,Sunday,7,2024,1,1,0
2024-07-08,158,Monday,7,2024,0,1,0
2024-07-09,165,Tuesday,7,2024,0,1,0
2024-07-10,148,Wednesday,7,2024,0,1,0
2024-07-11,157,Thursday,7,2024,0,1,0
2024-07-12,176,Friday,7,2024,1,1,0
2024-07-13,191,Saturday,7,2024,1,1,0
2024-07-14,154,Sunday,7,2024,1,1,0
2024-07-15,152,Monday,7,2024,0,1,0
2024-07-16,160,Tuesday,7,2024,0,1,0
2024-07-17,169,Wednesday,7,2024,0,1,0
2024-07-18,156,Thursday,7,2024,0,1,0
2024-07-19,177,Friday,7,2024,1,1,0
2024-07-20,197,Saturday,7,2024,1,1,0
2024-07-21,155,Sunday,7,2024,1,1,0
2024-07-22,139,Monday,7,2024,0,1,0
2024-07-23,160,Tuesday,7,2024,0,1,0
2024-07-24,153,Wednesday,7,2024,0,1,0
2024-07-25,149,Thursday,7,2024,0,1,0
2024-07-26,188,Friday,7,2024,1,1,0
2024-07-27,184,Saturday,7,2024,1,1,0
2024-07-28,163,Sunday,7,2024,1,1,0
2024-07-29,147,Monday,7,2024,0,1,0
2024-07-30,164,Tuesday,7,2024,0,1,0
2024-07-31,162,Wednesday,7,2024,0,1,0
2024-08-01,156,Thursday,8,2024,0,1,0
2024-08-02,197,Friday,8,2024,1,1,0
2024-08-03,174,Saturday,8,2024,1,1,0
2024-08-04,155,Sunday,8,2024,1,1,0
2024-08-05,152,Monday,8,2024,0,1,0
2024-08-06,157,Tuesday,8,2024,0,1,0
2024-08-07,159,Wednesday,8,2024,0,1,0
2024-08-08,156,Thursday,8,2024,0,1,0
2024-08-09,185,Friday,8,2024,1,1,0
2024-08-10,173,Saturday,8,2024,1,1,0
2024-08-11,179,Sunday,8,2024,1,1,0
2024-08-12,157,Monday,8,2024,0,1,0
2024-08-13,167,Tuesday,8,2024,0,1,0
2024-08-14,160,Wednesday,8,2024,0,1,0
2024-08-15,161,Thursday,8,2024,0,1,0
2024-08-16,187,Friday,8,2024,1,1,0
2024-08-17,186,Saturday,8,2024,1,1,0
2024-08-18,173,Sunday,8,2024,1,1,0
2024-08-19,169,Monday,8,2024,0,1,0
2024-08-20,160,Tuesday,8,2024,0,1,0
2024-08-21,164,Wednesday,8,2024,0,1,0
2024-08-22,157,Thursday,8,2024,0,1,0
2024-08-23,195,Friday,8,2024,1,1,0
2024-08-24,178,Saturday,8,2024,1,1,0
2024-08-25,183,Sunday,8,2024,1,1,0
2024-08-26,158,Monday,8,2024,0,1,0
2024-08-27,147,Tuesday,8,2024,0,1,0
2024-08-28,159,Wednesday,8,2024,0,1,0
2024-08-29,153,Thursday,8,2024,0,1,0
2024-08-30,190,Friday,8,2024,1,1,0
2024-08-31,178,Saturday,8,2024,1,1,0
2024-09-01,125,Sunday,9,2024,1,0,0
2024-09-02,103,Monday,9,2024,0,0,0
2024-09-03,115,Tuesday,9,2024,0,0,0
2024-09-04,99,Wednesday,9,2024,0,0,0
2024-09-05,106,Thursday,9,2024,0,0,0
2024-09-06,150,Friday,9,2024,1,0,0
2024-09-07,150,Saturday,9,2024,1,0,0
2024-09-08,132,Sunday,9,2024,1,0,0
2024-09-09,111,Monday,9,2024,0,0,0
2024-09-10,118,Tuesday,9,2024,0,0,0
2024-09-11,119,Wednesday,9,2024,0,0,0
2024-09-12,110,Thursday,9,2024,0,0,0
2024-09-13,156,Friday,9,2024,1,0,0
2024-09-14,151,Saturday,9,2024,1,0,0
2024-09-15,127,Sunday,9,2024,1,0,0
2024-09-16,119,Monday,9,2024,0,0,0
2024-09-17,121,Tuesday,9,2024,0,0,0
2024-09-18,103,Wednesday,9,2024,0,0,0
2024-09-19,117,Thursday,9,2024,0,0,0
2024-09-20,139,Friday,9,2024,1,0,0
2024-09-21,136,Saturday,9,2024,1,0,0
2024-09-22,127,Sunday,9,2024,1,0,0
2024-09-23,134,Monday,9,2024,0,0,0
2024-09-24,125,Tuesday,9,2024,0,0,0
2024-09-25,115,Wednesday,9,2024,0,0,0
2024-09-26,124,Thursday,9,2024,0,0,0
2024-09-27,156,Friday,9,2024,1,0,0
2024-09-28,152,Saturday,9,2024,1,0,0
2024-09-29,130,Sunday,9,2024,1,0,0
2024-09-30,114,Monday,9,2024,0,0,0
2024-10-01,125,Tuesday,10,2024,0,0,0
2024-10-02,123,Wednesday,10,2024,0,0,0
2024-10-03,127,Thursday,10,2024,0,0,0
2024-10-04,150,Friday,10,2024,1,0,0
2024-10-05,153,Saturday,10,2024,1,0,0
2024-10-06,126,Sunday,10,2024,1,0,0
2024-10-07,130,Monday,10,2024,0,0,0
2024-10-08,122,Tuesday,10,2024,0,0,0
2024-10-09,137,Wednesday,10,2024,0,0,0
2024-10-10,115,Thursday,10,2024,0,0,0
2024-10-11,159,Friday,10,2024,1,0,0
2024-10-12,147,Saturday,10,2024,1,0,0
2024-10-13,125,Sunday,10,2024,1,0,0
2024-10-14,116,Monday,10,2024,0,0,0
2024-10-15,118,Tuesday,10,2024,0,0,0
2024-10-16,124,Wednesday,10,2024,0,0,0
2024-10-17,124,Thursday,10,2024,0,0,0
2024-10-18,141,Friday,10,2024,1,0,0
2024-10-19,145,Saturday,10,2024,1,0,0
2024-10-20,148,Sunday,10,2024,1,0,0
2024-10-21,134,Monday,10,2024,0,0,0
2024-10-22,124,Tuesday,10,2024,0,0,0
2024-10-23,121,Wednesday,10,2024,0,0,0
2024-10-24,122,Thursday,10,2024,0,0,0
2024-10-25,151,Friday,10,2024,1,0,0
2024-10-26,137,Saturday,10,2024,1,0,0
2024-10-27,129,Sunday,10,2024,1,0,0
2024-10-28,107,Monday,10,2024,0,0,0
2024-10-29,124,Tuesday,10,2024,0,0,0
2024-10-30,126,Wednesday,10,2024,0,0,0
2024-10-31,117,Thursday,10,2024,0,0,0
2024-11-01,158,Friday,11,2024,1,0,0
2024-11-02,136,Saturday,11,2024,1,0,0
2024-11-03,119,Sunday,11,2024,1,0,0
2024-11-04,123,Monday,11,2024,0,0,0
2024-11-05,129,Tuesday,11,2024,0,0,0
2024-11-06,135,Wednesday,11,2024,0,0,0
2024-11-07,117,Thursday,11,2024,0,0,0
2024-11-08,155,Friday,11,2024,1,0,0
2024-11-09,146,Saturday,11,2024,1,0,0
2024-11-10,130,Sunday,11,2024,1,0,0
2024-11-11,128,Monday,11,2024,0,0,0
2024-11-12,127,Tuesday,11,2024,0,0,0
2024-11-13,109,Wednesday,11,2024,0,0,0
2024-11-14,133,Thursday,11,2024,0,0,0
2024-11-15,158,Friday,11,2024,1,0,0
2024-11-16,141,Saturday,11,2024,1,0,0
2024-11-17,135,Sunday,11,2024,1,0,0
2024-11-18,126,Monday,11,2024,0,0,0
2024-11-19,124,Tuesday,11,2024,0,0,0
2024-11-20,117,Wednesday,11,2024,0,0,0
2024-11-21,116,Thursday,11,2024,0,0,0
2024-11-22,147,Friday,11,2024,1,0,0
2024-11-23,156,Saturday,11,2024,1,0,0
2024-11-24,136,Sunday,11,2024,1,0,0
2024-11-25,119,Monday,11,2024,0,0,0
2024-11-26,128,Tuesday,11,2024,0,0,0
2024-11-27,99,Wednesday,11,2024,0,0,0
2024-11-28,131,Thursday,11,2024,0,0,0
2024-11-29,133,Friday,11,2024,1,0,0
2024-11-30,144,Saturday,11,2024,1,0,0
2024-12-01,123,Sunday,12,2024,1,0,0
2024-12-02,112,Monday,12,2024,0,0,0
2024-12-03,131,Tuesday,12,2024,0,0,0
2024-12-04,118,Wednesday,12,2024,0,0,0
2024-12-05,125,Thursday,12,2024,0,0,0
2024-12-06,147,Friday,12,2024,1,0,0
2024-12-07,151,Saturday,12,2024,1,0,0
2024-12-08,133,Sunday,12,2024,1,0,0
2024-12-09,112,Monday,12,2024,0,0,0
2024-12-10,130,Tuesday,12,2024,0,0,0
2024-12-11,119,Wednesday,12,2024,0,0,0
2024-12-12,110,Thursday,12,2024,0,0,0
2024-12-13,144,Friday,12,2024,1,0,0
2024-12-14,160,Saturday,12,2024,1,0,0
2024-12-15,139,Sunday,12,2024,1,0,0
2024-12-16,120,Monday,12,2024,0,0,0
2024-12-17,120,Tuesday,12,2024,0,0,0
2024-12-18,120,Wednesday,12,2024,0,0,0
2024-12-19,139,Thursday,12,2024,0,0,0
2024-12-20,186,Friday,12,2024,1,0,1
2024-12-21,186,Saturday,12,2024,1,0,1
2024-12-22,176,Sunday,12,2024,1,0,1
2024-12-23,160,Monday,12,2024,0,0,1
2024-12-24,156,Tuesday,12,2024,0,0,1
2024-12-25,156,Wednesday,12,2024,0,0,1
2024-12-26,158,Thursday,12,2024,0,0,1
2024-12-27,183,Friday,12,2024,1,0,1
2024-12-28,189,Saturday,12,2024,1,0,1
2024-12-29,169,Sunday,12,2024,1,0,1
2024-12-30,164,Monday,12,2024,0,0,1
2024-12-31,158,Tuesday,12,2024,0,0,1
